StateDesc,CountyName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,TractFIPS20,CountyName20,StateName20,PrimaryRUCA,Population,LandArea,PopDensity
Michigan,Wayne,9.0,7.7,10.3,4258,3631,26163557700,26163557700,Wayne County,Michigan,1,4258,0.9,4751.8
Michigan,Wayne,9.8,8.5,11.2,2088,1647,26163565600,26163565600,Wayne County,Michigan,1,2088,0.6,3470.0
Michigan,Wayne,10.6,9.4,12.0,4614,3647,26163581900,26163581900,Wayne County,Michigan,1,4614,0.7,6887.6
Minnesota,Anoka,11.2,9.8,12.9,2428,1903,27003051304,27003051304,Anoka County,Minnesota,1,2428,0.3,7711.3
Michigan,Wayne,8.7,7.6,9.8,5194,4029,26163565001,26163565001,Wayne County,Michigan,1,5194,2.1,2467.7
Michigan,Wayne,9.1,7.8,10.4,2078,1622,26163563600,26163563600,Wayne County,Michigan,1,2078,0.5,4107.6
Michigan,Wayne,10.2,9.0,11.4,1265,1069,26163588102,26163588102,Wayne County,Michigan,1,1265,1.8,685.6
Minnesota,Anoka,9.8,8.5,11.2,3087,2355,27003050233,27003050233,Anoka County,Minnesota,1,3087,5.1,609.6
Michigan,Wayne,10.7,9.4,12.1,5722,4616,26163588400,26163588400,Wayne County,Michigan,1,5722,8.1,706.6
Minnesota,Anoka,11.8,10.4,13.5,4539,3474,27003050607,27003050607,Anoka County,Minnesota,1,4539,1.3,3581.3
Minnesota,Anoka,12.4,10.8,13.9,3943,3010,27003051202,27003051202,Anoka County,Minnesota,1,3943,1.0,4020.5
Michigan,Wayne,13.0,11.5,14.5,5173,3984,26163577800,26163577800,Wayne County,Michigan,1,5173,0.8,6426.9
Minnesota,Anoka,10.3,8.9,11.9,3063,2400,27003050114,27003050114,Anoka County,Minnesota,2,3063,11.0,278.5
Michigan,Wayne,9.3,8.1,10.6,4643,3695,26163567300,26163567300,Wayne County,Michigan,1,4643,0.9,4956.3
Michigan,Wayne,10.3,9.1,11.7,2044,1746,26163564000,26163564000,Wayne County,Michigan,1,2044,1.7,1229.1
Michigan,Wayne,16.5,14.8,18.3,6443,4674,26163578600,26163578600,Wayne County,Michigan,1,6443,1.7,3688.2
Michigan,Wayne,11.2,9.8,12.5,4184,3219,26163575500,26163575500,Wayne County,Michigan,1,4184,0.6,6916.9
Minnesota,Anoka,11.8,10.4,13.4,2873,2227,27003050612,27003050612,Anoka County,Minnesota,1,2873,0.6,4720.9
Minnesota,Anoka,9.6,8.4,10.9,5254,4109,27003051101,27003051101,Anoka County,Minnesota,1,5254,2.2,2339.5
Michigan,Wayne,11.9,10.3,13.4,7155,5412,26163572200,26163572200,Wayne County,Michigan,1,7155,1.0,7204.0
Michigan,Wayne,9.8,8.5,11.2,1810,1510,26163556800,26163556800,Wayne County,Michigan,1,1810,1.0,1805.5
Michigan,Wayne,10.4,9.1,11.7,2437,1882,26163577700,26163577700,Wayne County,Michigan,1,2437,0.3,7988.3
Minnesota,Anoka,11.9,10.5,13.6,4303,3193,27003050807,27003050807,Anoka County,Minnesota,1,4303,1.0,4347.4
Michigan,Wayne,21.5,19.5,23.5,5360,3922,26163570400,26163570400,Wayne County,Michigan,1,5360,1.5,3498.8
Michigan,Wayne,13.1,11.7,14.6,3495,2598,26163577200,26163577200,Wayne County,Michigan,1,3495,0.8,4624.8
Michigan,Wayne,10.9,9.6,12.4,2665,2136,26163581800,26163581800,Wayne County,Michigan,1,2665,0.4,6403.7
Minnesota,Anoka,10.4,9.1,11.9,2967,2125,27003050822,27003050822,Anoka County,Minnesota,1,2967,0.8,3940.0
Michigan,Wayne,9.8,8.5,11.1,3804,3024,26163575300,26163575300,Wayne County,Michigan,1,3804,0.6,6120.2
Michigan,Wayne,8.9,7.8,10.1,6131,4608,26163564401,26163564401,Wayne County,Michigan,1,6131,4.0,1526.4
Michigan,Wayne,12.3,10.9,13.6,1118,886,26163566400,26163566400,Wayne County,Michigan,1,1118,0.7,1502.5
Michigan,Wayne,13.4,11.9,15.0,1370,1069,26163588101,26163588101,Wayne County,Michigan,1,1370,1.1,1213.5
Minnesota,Anoka,8.4,7.1,9.6,4321,3230,27003050236,27003050236,Anoka County,Minnesota,1,4321,4.5,968.9
Michigan,Wayne,13.8,12.2,15.3,3646,2697,26163589402,26163589402,Wayne County,Michigan,2,3646,12.2,297.6
Michigan,Wayne,10.6,9.4,11.9,4987,3976,26163583400,26163583400,Wayne County,Michigan,1,4987,0.8,5936.9
Michigan,Wayne,15.2,13.5,17.0,2918,2244,26163555401,26163555401,Wayne County,Michigan,1,2918,0.5,5700.6
Michigan,Wayne,8.4,7.4,9.5,4055,3069,26163561302,26163561302,Wayne County,Michigan,1,4055,2.1,1950.5
Minnesota,Anoka,11.9,10.4,13.6,5737,4376,27003051400,27003051400,Anoka County,Minnesota,1,5737,0.8,7048.6
Michigan,Wayne,9.9,8.7,11.2,4461,3621,26163558200,26163558200,Wayne County,Michigan,1,4461,1.0,4553.4
Minnesota,Beltrami,7.2,6.3,8.3,5018,4259,27007450600,27007450600,Beltrami County,Minnesota,4,5018,1.5,3370.1
Michigan,Wayne,11.5,9.8,13.4,2081,1761,26163557200,26163557200,Wayne County,Michigan,1,2081,1.0,2084.1
Michigan,Wayne,13.7,12.2,15.4,3640,2771,26163571800,26163571800,Wayne County,Michigan,1,3640,0.6,6005.4
Michigan,Wayne,10.9,9.4,12.5,3670,3070,26163596100,26163596100,Wayne County,Michigan,1,3670,4.0,928.5
Michigan,Wayne,9.1,8.0,10.3,3774,2729,26163574301,26163574301,Wayne County,Michigan,1,3774,0.4,9224.5
Michigan,Wayne,12.0,10.6,13.6,5708,4538,26163588300,26163588300,Wayne County,Michigan,1,5708,6.2,918.2
Minnesota,Blue Earth,8.8,7.6,10.1,5448,4035,27013170100,27013170100,Blue Earth County,Minnesota,2,5448,43.2,126.2
Minnesota,Benton,11.6,9.7,13.7,2583,2160,27009020206,27009020206,Benton County,Minnesota,1,2583,7.3,354.7
Michigan,Wayne,9.2,7.9,10.6,2173,1766,26163562300,26163562300,Wayne County,Michigan,1,2173,1.3,1645.8
Minnesota,Anoka,13.1,11.5,14.9,4745,3788,27003050810,27003050810,Anoka County,Minnesota,1,4745,1.0,4622.9
Michigan,Wayne,17.0,15.0,18.9,3318,2367,26163579600,26163579600,Wayne County,Michigan,1,3318,0.5,6276.2
Michigan,Wayne,21.5,19.5,23.6,2935,2043,26163570800,26163570800,Wayne County,Michigan,1,2935,1.0,3038.5
Michigan,Wayne,9.6,8.4,11.0,1512,1146,26163572400,26163572400,Wayne County,Michigan,1,1512,0.5,2907.8
Michigan,Wayne,10.8,9.5,12.1,4006,3044,26163577600,26163577600,Wayne County,Michigan,1,4006,0.5,7821.4
Minnesota,Anoka,13.0,11.5,14.7,3511,2654,27003051305,27003051305,Anoka County,Minnesota,1,3511,0.5,6685.2
Michigan,Wexford,12.3,10.4,14.3,3371,2683,26165380800,26165380800,Wexford County,Michigan,4,3371,2.0,1654.5
Minnesota,Anoka,12.2,10.6,13.8,3606,2572,27003051103,27003051103,Anoka County,Minnesota,1,3606,1.2,3082.5
Minnesota,Benton,8.1,6.7,9.6,4735,3411,27009021104,27009021104,Benton County,Minnesota,1,4735,2.7,1739.2
Minnesota,Anoka,9.3,8.1,10.7,3295,2505,27003050234,27003050234,Anoka County,Minnesota,2,3295,6.6,500.1
Michigan,Wayne,10.8,9.5,12.3,1920,1571,26163580100,26163580100,Wayne County,Michigan,1,1920,1.0,1971.0
Michigan,Wayne,11.9,10.5,13.5,4008,3223,26163587000,26163587000,Wayne County,Michigan,1,4008,1.1,3539.8
Michigan,Wayne,11.2,10.0,12.5,2557,1760,26163564900,26163564900,Wayne County,Michigan,1,2557,1.9,1351.2
Michigan,Wayne,11.5,10.3,12.9,3386,2556,26163577300,26163577300,Wayne County,Michigan,1,3386,0.5,6490.0
Michigan,Wayne,7.8,6.9,8.9,2626,2057,26163559100,26163559100,Wayne County,Michigan,1,2626,0.5,5226.5
Michigan,Wayne,16.4,14.4,18.4,2266,1946,26163568000,26163568000,Wayne County,Michigan,1,2266,1.0,2271.7
Minnesota,Anoka,9.9,8.5,11.5,3499,2549,27003050217,27003050217,Anoka County,Minnesota,2,3499,9.7,361.8
Michigan,Wayne,10.0,8.6,11.5,2680,2177,26163556700,26163556700,Wayne County,Michigan,1,2680,1.0,2691.5
Michigan,Wayne,12.0,10.7,13.4,4478,3574,26163565302,26163565302,Wayne County,Michigan,1,4478,0.8,5642.6
Michigan,Wayne,9.4,8.2,10.6,3649,2992,26163576700,26163576700,Wayne County,Michigan,1,3649,0.7,5132.5
Michigan,Wayne,11.6,10.3,13.0,2477,2032,26163590600,26163590600,Wayne County,Michigan,1,2477,4.9,508.6
Minnesota,Dakota,8.2,7.1,9.2,6704,5058,27037060505,27037060505,Dakota County,Minnesota,1,6704,6.1,1099.8
Minnesota,Hennepin,10.9,9.7,12.2,3106,2324,27053024802,27053024802,Hennepin County,Minnesota,1,3106,0.4,7692.6
Minnesota,Dakota,9.3,7.9,10.8,1416,1073,27037060822,27037060822,Dakota County,Minnesota,1,1416,1.1,1266.5
Minnesota,Douglas,12.3,10.6,14.0,3204,2583,27041450704,27041450704,Douglas County,Minnesota,4,3204,4.3,745.8
Minnesota,Hennepin,5.7,4.9,6.5,5635,4939,27053022901,27053022901,Hennepin County,Minnesota,1,5635,1.0,5909.3
Minnesota,Hennepin,6.5,5.7,7.3,4069,3039,27053008500,27053008500,Hennepin County,Minnesota,1,4069,0.4,11257.0
Minnesota,Hennepin,6.2,5.5,7.0,2491,1912,27053010700,27053010700,Hennepin County,Minnesota,1,2491,0.3,7381.3
Minnesota,Carlton,9.3,7.9,10.6,5612,4145,27017070300,27017070300,Carlton County,Minnesota,2,5612,40.3,139.2
Minnesota,Dakota,9.5,8.3,10.7,4283,3141,27037061001,27037061001,Dakota County,Minnesota,2,4283,75.1,57.0
Minnesota,Clay,9.4,8.1,10.8,5695,3889,27027030108,27027030108,Clay County,Minnesota,1,5695,0.9,6057.4
Minnesota,Dakota,8.5,7.3,9.8,5142,3775,27037060731,27037060731,Dakota County,Minnesota,1,5142,3.4,1504.0
Minnesota,Hennepin,6.6,5.7,7.6,3190,2615,27053024200,27053024200,Hennepin County,Minnesota,1,3190,0.7,4895.5
Minnesota,Carver,9.0,7.6,10.4,4728,3696,27019090703,27019090703,Carver County,Minnesota,1,4728,4.6,1038.2
Minnesota,Dakota,9.4,8.2,10.7,5335,4091,27037060828,27037060828,Dakota County,Minnesota,1,5335,0.7,7181.4
Minnesota,Carver,7.9,6.8,9.2,6500,4756,27019090402,27019090402,Carver County,Minnesota,1,6500,8.0,813.3
Minnesota,Hennepin,11.7,10.4,13.1,4438,3532,27053025302,27053025302,Hennepin County,Minnesota,1,4438,1.0,4365.2
Minnesota,Hennepin,9.6,8.4,10.9,2931,2394,27053025805,27053025805,Hennepin County,Minnesota,1,2931,2.0,1449.2
Minnesota,Dakota,7.7,6.6,8.9,6341,4606,27037060819,27037060819,Dakota County,Minnesota,1,6341,1.7,3804.6
Minnesota,Dodge,10.7,9.2,12.4,3546,2657,27039950400,27039950400,Dodge County,Minnesota,2,3546,144.1,24.6
Minnesota,Hennepin,9.4,8.3,10.6,5203,4044,27053021503,27053021503,Hennepin County,Minnesota,1,5203,1.5,3462.6
Minnesota,Hennepin,6.5,5.7,7.4,3863,3067,27053022400,27053022400,Hennepin County,Minnesota,1,3863,0.6,6362.0
Minnesota,Hennepin,4.4,3.9,5.0,5123,3897,27053026019,27053026019,Hennepin County,Minnesota,1,5123,1.4,3585.9
Minnesota,Freeborn,12.3,10.7,14.0,2175,1763,27047181000,27047181000,Freeborn County,Minnesota,5,2175,139.0,15.7
Minnesota,Hennepin,7.8,6.8,8.8,3343,2853,27053025100,27053025100,Hennepin County,Minnesota,1,3343,2.7,1220.5
Minnesota,Dakota,8.6,7.3,10.0,3408,2607,27037060840,27037060840,Dakota County,Minnesota,1,3408,1.9,1819.2
Minnesota,Carver,7.0,6.0,8.3,3056,2160,27019090502,27019090502,Carver County,Minnesota,1,3056,1.3,2335.8
Minnesota,Chippewa,13.1,11.1,15.1,3005,2251,27023950601,27023950601,Chippewa County,Minnesota,7,3005,4.6,647.3
Minnesota,Dakota,9.3,8.0,10.7,3650,2855,27037060716,27037060716,Dakota County,Minnesota,1,3650,1.5,2499.1
Minnesota,Hennepin,3.3,2.9,3.7,5710,5041,27053007700,27053007700,Hennepin County,Minnesota,1,5710,0.3,21739.1
Minnesota,Hennepin,6.6,5.8,7.5,1943,1345,27053023100,27053023100,Hennepin County,Minnesota,1,1943,0.4,5281.6
Minnesota,Clay,11.2,9.5,12.9,2638,2145,27027020700,27027020700,Clay County,Minnesota,1,2638,0.7,3716.4
Minnesota,Freeborn,12.9,11.1,14.8,4049,3018,27047180600,27047180600,Freeborn County,Minnesota,4,4049,5.6,724.0
Minnesota,Hennepin,6.9,6.0,7.9,4136,3200,27053026021,27053026021,Hennepin County,Minnesota,1,4136,2.1,1975.3
Minnesota,Dakota,10.3,8.8,11.8,3111,2429,27037061401,27037061401,Dakota County,Minnesota,2,3111,44.1,70.5
Minnesota,Dakota,10.6,9.2,12.1,5898,4450,27037060709,27037060709,Dakota County,Minnesota,1,5898,1.4,4070.9
Minnesota,Carver,10.1,8.8,11.5,5112,3863,27019091201,27019091201,Carver County,Minnesota,2,5112,34.8,146.8
Minnesota,Hennepin,6.5,5.6,7.6,4721,3731,27053011800,27053011800,Hennepin County,Minnesota,1,4721,0.9,5255.6
Minnesota,Clay,10.4,9.0,11.8,5915,4321,27027030201,27027030201,Clay County,Minnesota,2,5915,338.9,17.5
Minnesota,Dakota,7.9,6.8,9.0,4362,3156,27037060833,27037060833,Dakota County,Minnesota,1,4362,2.7,1645.5
Minnesota,Dakota,9.6,8.4,11.2,3654,2804,27037060302,27037060302,Dakota County,Minnesota,1,3654,0.6,5671.4
Minnesota,Hennepin,6.1,5.3,7.0,3379,2561,27053011704,27053011704,Hennepin County,Minnesota,1,3379,0.5,7238.3
Minnesota,Dakota,8.5,7.3,9.7,2340,1730,27037060753,27037060753,Dakota County,Minnesota,1,2340,0.5,4569.2
Minnesota,Chisago,9.3,7.9,10.8,4084,3125,27025110301,27025110301,Chisago County,Minnesota,2,4084,18.6,219.6
Minnesota,Carver,6.8,5.8,7.9,7624,5200,27019090401,27019090401,Carver County,Minnesota,1,7624,26.4,289.3
Minnesota,Fillmore,10.4,8.9,12.0,4767,3572,27045960200,27045960200,Fillmore County,Minnesota,2,4767,176.2,27.1
Minnesota,Dakota,12.0,10.4,13.6,5078,4193,27037060737,27037060737,Dakota County,Minnesota,1,5078,0.8,6153.8
Minnesota,Hennepin,9.1,8.0,10.5,3513,2795,27053023903,27053023903,Hennepin County,Minnesota,1,3513,1.4,2516.4
Minnesota,Hennepin,9.8,8.7,11.0,2106,1511,27053008300,27053008300,Hennepin County,Minnesota,1,2106,0.2,11588.5
Minnesota,Chisago,9.9,8.6,11.4,4279,3271,27025110404,27025110404,Chisago County,Minnesota,2,4279,15.2,281.5
Minnesota,Dakota,10.9,9.3,12.6,2294,1807,27037061008,27037061008,Dakota County,Minnesota,1,2294,0.6,3996.8
Minnesota,Hennepin,13.3,11.9,14.9,3619,2586,27053005902,27053005902,Hennepin County,Minnesota,1,3619,0.2,19262.3
Minnesota,Hennepin,2.9,2.5,3.3,3462,3239,27053003802,27053003802,Hennepin County,Minnesota,1,3462,0.1,29440.1
Minnesota,Freeborn,12.3,10.7,14.0,3352,2629,27047180300,27047180300,Freeborn County,Minnesota,5,3352,151.4,22.1
Minnesota,Hennepin,6.3,5.4,7.2,4274,3247,27053011703,27053011703,Hennepin County,Minnesota,1,4274,0.7,6370.8
Minnesota,Dakota,9.7,8.3,11.2,2902,2339,27037060606,27037060606,Dakota County,Minnesota,1,2902,1.5,1985.6
Minnesota,Crow Wing,10.4,8.9,12.0,2587,2091,27035950902,27035950902,Crow Wing County,Minnesota,5,2587,9.8,263.0
Minnesota,Blue Earth,10.6,9.2,12.0,2554,2108,27013170700,27013170700,Blue Earth County,Minnesota,1,2554,0.5,4816.9
Minnesota,Brown,12.6,10.8,14.5,4740,3860,27015960400,27015960400,Brown County,Minnesota,4,4740,195.7,24.2
Minnesota,Dakota,8.1,6.8,9.4,2837,2121,27037060834,27037060834,Dakota County,Minnesota,1,2837,4.7,608.2
Minnesota,Hennepin,4.8,4.2,5.4,4609,3996,27053023000,27053023000,Hennepin County,Minnesota,1,4609,1.3,3434.8
Minnesota,Hennepin,9.9,8.8,11.0,4361,3109,27053020303,27053020303,Hennepin County,Minnesota,1,4361,0.8,5790.1
Minnesota,Dakota,9.3,8.0,10.6,2601,1968,27037060401,27037060401,Dakota County,Minnesota,1,2601,0.4,6012.8
Minnesota,Hennepin,3.3,2.9,3.8,3085,2886,27053003801,27053003801,Hennepin County,Minnesota,1,3085,0.2,14705.9
Minnesota,Hennepin,7.1,6.2,8.1,2071,1500,27053023902,27053023902,Hennepin County,Minnesota,1,2071,1.7,1238.1
Minnesota,Dakota,8.9,7.8,10.1,3948,2980,27037060829,27037060829,Dakota County,Minnesota,1,3948,1.3,3154.9
Minnesota,Dakota,7.3,6.3,8.3,5974,4085,27037060905,27037060905,Dakota County,Minnesota,1,5974,7.8,766.2
Minnesota,Dakota,7.2,6.3,8.3,5582,3630,27037060837,27037060837,Dakota County,Minnesota,1,5582,3.0,1842.9
Minnesota,Carlton,12.1,10.5,13.8,4145,3230,27017070200,27017070200,Carlton County,Minnesota,4,4145,3.9,1064.8
Minnesota,Hennepin,9.2,8.1,10.2,3351,2453,27053000101,27053000101,Hennepin County,Minnesota,1,3351,0.8,4336.2
Minnesota,Carver,8.0,6.9,9.3,2606,1921,27019090503,27019090503,Carver County,Minnesota,1,2606,2.1,1220.3
Minnesota,Crow Wing,11.3,9.7,13.0,2936,2268,27035950802,27035950802,Crow Wing County,Minnesota,5,2936,85.0,34.5
Minnesota,Carlton,11.4,9.7,13.1,5340,4021,27017070100,27017070100,Carlton County,Minnesota,4,5340,8.7,614.2
Minnesota,Carver,8.5,7.1,10.1,2044,1596,27019090902,27019090902,Carver County,Minnesota,1,2044,2.7,762.9
Minnesota,Dakota,9.8,8.3,11.3,3466,2641,27037060841,27037060841,Dakota County,Minnesota,1,3466,1.5,2357.6
Minnesota,Hennepin,11.4,10.2,12.7,2816,1926,27053002700,27053002700,Hennepin County,Minnesota,1,2816,0.3,11156.8
Minnesota,Dakota,8.9,7.6,10.3,2793,2119,27037060103,27037060103,Dakota County,Minnesota,1,2793,0.9,3204.4
Minnesota,Dakota,9.8,8.3,11.2,5735,4640,27037060509,27037060509,Dakota County,Minnesota,1,5735,4.4,1294.2
Minnesota,Dakota,7.7,6.6,8.8,2674,1841,27037061003,27037061003,Dakota County,Minnesota,2,2674,26.8,99.8
Minnesota,Hennepin,8.0,7.0,9.2,2226,1783,27053020102,27053020102,Hennepin County,Minnesota,1,2226,1.0,2311.5
Minnesota,Clay,10.1,8.5,11.8,3890,2891,27027030109,27027030109,Clay County,Minnesota,1,3890,1.5,2632.2
Minnesota,Clay,8.9,7.6,10.3,4384,3428,27027020600,27027020600,Clay County,Minnesota,1,4384,1.7,2601.8
Minnesota,Blue Earth,4.4,3.8,5.0,6002,5442,27013171101,27013171101,Blue Earth County,Minnesota,1,6002,0.7,8344.5
Minnesota,Hennepin,10.9,9.8,12.0,3841,2693,27053020304,27053020304,Hennepin County,Minnesota,1,3841,0.7,5171.1
Minnesota,Hennepin,9.4,8.3,10.6,5984,5059,27053021602,27053021602,Hennepin County,Minnesota,1,5984,2.4,2461.6
Minnesota,Hennepin,8.2,7.1,9.3,4894,3833,27053025704,27053025704,Hennepin County,Minnesota,1,4894,1.1,4627.4
Minnesota,Hennepin,6.7,5.9,7.8,3900,2802,27053023600,27053023600,Hennepin County,Minnesota,1,3900,1.0,3808.8
Minnesota,Hennepin,8.0,7.1,8.9,3263,2582,27053020903,27053020903,Hennepin County,Minnesota,1,3263,0.8,4286.4
Minnesota,Hennepin,9.5,8.5,10.7,4090,2971,27053020500,27053020500,Hennepin County,Minnesota,1,4090,0.8,5315.3
Minnesota,Carver,8.6,7.4,9.8,4687,3338,27019090200,27019090200,Carver County,Minnesota,2,4687,71.4,65.7
Minnesota,Blue Earth,7.8,6.8,8.9,2373,1951,27013170600,27013170600,Blue Earth County,Minnesota,1,2373,0.3,7618.3
Minnesota,Dakota,10.3,8.9,11.8,3797,2889,27037060904,27037060904,Dakota County,Minnesota,1,3797,3.4,1115.4
Minnesota,Dakota,10.9,9.4,12.5,3534,2772,27037060202,27037060202,Dakota County,Minnesota,1,3534,1.0,3419.3
Minnesota,Dakota,9.2,7.9,10.4,3158,2469,27037060726,27037060726,Dakota County,Minnesota,1,3158,1.8,1713.8
Minnesota,Dakota,7.8,6.7,8.8,5436,3861,27037060832,27037060832,Dakota County,Minnesota,1,5436,1.9,2848.0
Minnesota,Dakota,7.8,6.6,9.2,3335,2526,27037060752,27037060752,Dakota County,Minnesota,1,3335,1.0,3415.9
Minnesota,Hennepin,7.8,6.9,8.8,3321,2618,27053009600,27053009600,Hennepin County,Minnesota,1,3321,0.3,10287.6
Minnesota,Hennepin,9.2,8.2,10.3,2576,1914,27053024801,27053024801,Hennepin County,Minnesota,1,2576,0.4,6416.2
Minnesota,Blue Earth,11.4,9.9,12.9,2618,2014,27013171500,27013171500,Blue Earth County,Minnesota,2,2618,184.8,14.2
Minnesota,Dakota,9.3,8.0,10.7,2890,2220,27037060102,27037060102,Dakota County,Minnesota,1,2890,0.5,5803.5
Minnesota,Hennepin,7.4,6.5,8.4,3432,2801,27053024100,27053024100,Hennepin County,Minnesota,1,3432,0.7,5058.6
Minnesota,Hennepin,13.5,12.1,15.2,2670,1935,27053020302,27053020302,Hennepin County,Minnesota,1,2670,0.5,5724.1
Minnesota,Hennepin,8.0,7.1,9.0,2357,1923,27053023201,27053023201,Hennepin County,Minnesota,1,2357,0.9,2496.5
Minnesota,Hennepin,4.6,4.0,5.2,2746,2389,27053002400,27053002400,Hennepin County,Minnesota,1,2746,0.3,9274.1
Minnesota,Hennepin,6.6,5.8,7.6,3715,2729,27053023901,27053023901,Hennepin County,Minnesota,1,3715,1.3,2827.5
Minnesota,Dakota,9.1,7.9,10.3,2670,2061,27037060201,27037060201,Dakota County,Minnesota,1,2670,0.7,3650.1
Minnesota,Dakota,9.3,8.1,10.6,3100,2364,27037061110,27037061110,Dakota County,Minnesota,2,3100,6.0,518.4
Minnesota,Hennepin,8.9,7.9,10.1,3004,2259,27053012101,27053012101,Hennepin County,Minnesota,1,3004,0.4,7119.7
Minnesota,Clay,9.2,7.9,10.5,3003,2521,27027020300,27027020300,Clay County,Minnesota,1,3003,0.8,3803.3
Minnesota,Chisago,12.6,10.7,14.6,2391,1976,27025110504,27025110504,Chisago County,Minnesota,2,2391,4.6,524.9
Minnesota,Dakota,10.1,8.8,11.7,4118,3169,27037060733,27037060733,Dakota County,Minnesota,1,4118,1.3,3097.1
Minnesota,Dakota,8.9,7.8,10.1,1544,1112,27037060743,27037060743,Dakota County,Minnesota,1,1544,0.3,5069.6
Minnesota,Brown,10.2,8.7,11.8,3232,2481,27015960300,27015960300,Brown County,Minnesota,4,3232,0.8,4199.0
Minnesota,Hennepin,7.6,6.7,8.7,3637,2775,27053024904,27053024904,Hennepin County,Minnesota,1,3637,0.7,5271.9
Minnesota,Hennepin,7.3,6.4,8.3,1913,1323,27053023402,27053023402,Hennepin County,Minnesota,1,1913,0.6,3066.3
Minnesota,Hennepin,7.6,6.6,8.8,4532,3598,27053021200,27053021200,Hennepin County,Minnesota,1,4532,1.0,4466.8
Minnesota,Douglas,10.4,8.9,12.1,4537,3529,27041451000,27041451000,Douglas County,Minnesota,5,4537,49.1,92.5
Minnesota,Hennepin,6.1,5.3,6.9,2219,1802,27053001100,27053001100,Hennepin County,Minnesota,1,2219,0.3,8821.5
Minnesota,Dakota,10.3,9.0,11.7,3594,2726,27037060402,27037060402,Dakota County,Minnesota,1,3594,1.1,3169.0
Minnesota,Goodhue,12.6,10.6,14.7,4036,3289,27049080101,27049080101,Goodhue County,Minnesota,4,4036,1.7,2406.7
Minnesota,Hennepin,10.2,8.8,11.9,4848,3909,27053026020,27053026020,Hennepin County,Minnesota,1,4848,1.9,2536.2
Minnesota,Dakota,7.2,6.2,8.4,6776,4655,27037060816,27037060816,Dakota County,Minnesota,1,6776,2.8,2424.1
Minnesota,Dakota,8.0,6.8,9.3,4495,3283,27037060902,27037060902,Dakota County,Minnesota,1,4495,5.4,826.6
Minnesota,Hennepin,11.1,9.9,12.3,2996,2156,27053020201,27053020201,Hennepin County,Minnesota,1,2996,1.3,2248.4
Minnesota,Crow Wing,9.9,8.4,11.6,2522,1907,27035951304,27035951304,Crow Wing County,Minnesota,4,2522,7.9,320.8
Minnesota,Hennepin,9.7,8.3,11.1,4335,3736,27053024400,27053024400,Hennepin County,Minnesota,1,4335,0.6,6774.4
Minnesota,Freeborn,11.6,10.1,13.2,2594,2018,27047180200,27047180200,Freeborn County,Minnesota,5,2594,167.5,15.5
Minnesota,Freeborn,12.7,10.7,14.8,3216,2519,27047180400,27047180400,Freeborn County,Minnesota,4,3216,1.5,2111.9
Minnesota,Carlton,12.0,10.4,13.6,3132,2418,27017070502,27017070502,Carlton County,Minnesota,3,3132,106.9,29.3
Minnesota,Chippewa,12.4,10.5,14.2,2900,2205,27023950602,27023950602,Chippewa County,Minnesota,7,2900,13.6,212.7
Minnesota,Hennepin,8.2,7.1,9.6,2506,2120,27053022301,27053022301,Hennepin County,Minnesota,1,2506,0.5,4629.4
Minnesota,Dakota,11.3,9.8,12.9,5632,4405,27037060811,27037060811,Dakota County,Minnesota,1,5632,1.6,3430.7
Minnesota,Dodge,8.3,7.1,9.8,6526,4664,27039950500,27039950500,Dodge County,Minnesota,2,6526,7.9,826.9
Minnesota,Clay,4.6,4.0,5.3,3875,3473,27027020400,27027020400,Clay County,Minnesota,1,3875,0.7,5210.1
Minnesota,Dakota,9.8,8.6,11.2,3776,2916,27037060101,27037060101,Dakota County,Minnesota,1,3776,0.5,6959.3
Minnesota,Clay,10.6,9.1,12.2,4045,3063,27027030300,27027030300,Clay County,Minnesota,1,4045,1.7,2379.0
Minnesota,Hennepin,5.0,4.4,5.7,3703,3161,27053022802,27053022802,Hennepin County,Minnesota,1,3703,0.5,6913.9
Minnesota,Dakota,10.9,9.3,12.6,3609,2876,27037060824,27037060824,Dakota County,Minnesota,1,3609,1.1,3307.6
Minnesota,Brown,10.1,8.6,11.8,4565,3606,27015960200,27015960200,Brown County,Minnesota,4,4565,2.4,1888.5
Minnesota,Goodhue,11.7,10.0,13.5,4299,3361,27049080202,27049080202,Goodhue County,Minnesota,4,4299,41.5,103.5
Minnesota,Hennepin,9.6,8.6,10.8,5278,3732,27053020202,27053020202,Hennepin County,Minnesota,1,5278,1.0,5326.8
Minnesota,Carver,7.8,6.6,9.2,2750,1919,27019090501,27019090501,Carver County,Minnesota,1,2750,2.4,1162.1
Minnesota,Dakota,9.3,8.0,10.8,4297,3312,27037060823,27037060823,Dakota County,Minnesota,1,4297,1.6,2639.5
Minnesota,Hennepin,6.1,5.4,6.9,5439,3727,27053023801,27053023801,Hennepin County,Minnesota,1,5439,1.2,4387.6
Minnesota,Crow Wing,11.5,10.0,13.1,4868,3698,27035951100,27035951100,Crow Wing County,Minnesota,4,4868,5.9,828.3
Minnesota,Clay,9.6,8.2,11.2,2123,1597,27027030106,27027030106,Clay County,Minnesota,1,2123,6.9,307.3
Minnesota,Hennepin,6.7,5.8,7.7,2955,2398,27053000603,27053000603,Hennepin County,Minnesota,1,2955,0.5,5895.9
